season,week,date,time_et,neutral,away,home,score_away,score_home,first_downs_away,first_downs_home,first_downs_from_passing_away,first_downs_from_passing_home,first_downs_from_rushing_away,first_downs_from_rushing_home,first_downs_from_penalty_away,first_downs_from_penalty_home,third_down_comp_away,third_down_att_away,third_down_comp_home,third_down_att_home,fourth_down_comp_away,fourth_down_att_away,fourth_down_comp_home,fourth_down_att_home,plays_away,plays_home,drives_away,drives_home,yards_away,yards_home,pass_comp_away,pass_att_away,pass_yards_away,pass_comp_home,pass_att_home,pass_yards_home,sacks_num_away,sacks_yards_away,sacks_num_home,sacks_yards_home,rush_att_away,rush_yards_away,rush_att_home,rush_yards_home,pen_num_away,pen_yards_away,pen_num_home,pen_yards_home,redzone_comp_away,redzone_att_away,redzone_comp_home,redzone_att_home,fumbles_away,fumbles_home,interceptions_away,interceptions_home,def_st_td_away,def_st_td_home,possession_away,possession_home
2019,Division,2020-01-12,6:40 PM,False,Seahawks,Packers,23,28,23,22,15,12,8,7,0,3,3,9,9,14,1,1,0,0,60,59,9,9,375,344,21,31,265,16,27,235,5,12,2,8,24,110,30,109,6,47,4,30,3,3,3,3,0,0,0,0,0,0,30:31,29:29
2019,Conference,2020-01-19,6:40 PM,False,Packers,49ers,20,37,21,19,16,3,4,13,1,3,3,9,4,10,2,2,0,0,58,51,10,10,358,354,31,39,296,6,8,69,3,30,1,8,16,62,42,285,6,46,2,10,3,3,2,3,1,0,2,0,0,0,31:13,28:47
2020,1,2020-09-13,1:00 PM,False,Packers,Vikings,43,34,31,25,17,12,11,10,3,3,6,11,3,6,1,2,0,1,76,49,10,10,522,382,32,44,364,19,25,248,0,0,2,11,32,158,22,134,6,63,5,20,3,6,3,4,0,0,0,1,0,0,41:16,18:44
2020,2,2020-09-20,1:00 PM,False,Lions,Packers,21,42,19,26,10,13,8,9,1,4,6,12,6,12,0,1,1,1,58,66,11,10,307,488,20,33,218,18,30,229,4,26,1,11,21,89,35,259,7,70,8,60,2,2,3,5,0,0,1,0,0,1,25:14,34:46
2020,3,2020-09-27,8:20 PM,False,Packers,Saints,37,30,24,21,14,14,6,5,4,2,5,11,5,11,1,2,1,1,59,58,11,11,369,397,21,32,271,29,36,275,1,12,2,13,26,98,20,122,2,10,8,83,4,5,2,4,0,1,0,0,0,0,31:40,28:20
2020,4,2020-10-05,9:00 PM,False,Falcons,Packers,16,30,24,22,15,17,8,4,1,1,3,12,6,11,2,4,1,2,68,60,9,9,327,403,28,39,249,27,33,315,4,36,1,12,25,78,26,88,3,23,3,30,2,3,3,4,0,0,0,0,0,0,30:22,29:38
2020,6,2020-10-18,4:25 PM,False,Packers,Buccaneers,10,38,13,21,9,9,4,9,0,3,7,17,5,12,0,0,0,0,61,63,12,11,201,324,16,35,107,17,28,166,5,53,0,0,21,94,35,158,6,76,0,0,1,1,4,4,0,0,2,0,0,2,31:37,28:23
2020,7,2020-10-25,1:00 PM,False,Packers,Texans,35,20,22,20,15,15,5,4,2,1,7,12,6,14,0,0,0,1,61,64,11,12,379,365,23,34,283,29,39,286,0,0,3,23,27,96,22,79,5,40,6,55,4,4,2,4,0,1,0,0,0,0,28:54,31:06
2020,8,2020-11-01,1:00 PM,False,Vikings,Packers,28,22,20,24,6,17,11,5,3,2,4,8,5,11,1,1,3,5,49,66,7,8,324,400,11,14,151,27,41,291,1,9,1,0,34,173,24,109,7,36,9,85,2,2,3,3,0,1,0,0,0,0,27:48,32:12
2020,9,2020-11-05,8:20 PM,False,Packers,49ers,34,17,21,17,13,8,6,6,2,3,6,12,3,10,1,1,0,1,63,53,11,10,405,337,25,31,294,22,35,282,1,11,1,9,31,111,17,55,5,45,4,33,2,3,1,3,0,1,0,1,0,0,36:30,23:30
2020,10,2020-11-15,1:00 PM,False,Jaguars,Packers,20,24,16,16,10,11,5,3,1,2,4,13,5,13,0,1,0,1,61,60,12,13,260,395,18,35,151,24,34,315,3,18,1,10,23,109,25,80,7,86,4,35,1,2,2,3,0,1,1,1,1,0,28:19,31:41
2020,11,2020-11-22,4:25 PM,False,Packers,Colts,31,34,21,23,13,12,7,10,1,1,4,9,6,16,0,1,2,2,57,74,13,14,367,420,27,38,301,24,36,280,1,10,1,8,18,66,37,140,7,45,8,116,3,4,2,4,3,1,1,1,0,0,27:49,35:01
2020,12,2020-11-29,8:20 PM,False,Bears,Packers,25,41,26,28,19,13,6,14,1,1,4,10,6,11,1,1,3,3,65,68,9,9,350,393,26,46,229,21,29,211,3,13,0,0,16,121,39,182,5,45,3,17,3,4,4,5,1,0,2,0,0,2,22:16,37:44
2020,13,2020-12-06,4:25 PM,False,Eagles,Packers,16,30,17,20,8,14,7,6,2,0,4,13,5,12,1,1,1,1,59,61,9,10,278,437,11,27,161,25,34,288,7,27,2,7,25,117,25,149,4,40,5,30,0,0,2,2,0,0,1,0,1,0,28:21,31:39
2020,14,2020-12-13,4:25 PM,False,Packers,Lions,31,24,26,27,15,17,10,5,1,5,8,11,5,10,0,0,0,0,64,59,8,8,410,293,26,33,290,27,40,242,0,0,4,31,31,120,15,51,12,68,4,30,3,3,3,4,0,0,0,0,0,0,35:30,24:30
2020,15,2020-12-19,8:15 PM,False,Panthers,Packers,16,24,20,20,8,8,10,9,2,3,4,12,5,12,1,2,0,0,65,61,10,11,364,291,21,35,249,20,29,96,3,9,5,47,27,115,27,195,7,66,5,50,1,5,3,3,1,0,0,0,0,0,30:51,29:09
2020,16,2020-12-27,8:20 PM,False,Titans,Packers,14,40,15,27,9,14,6,12,0,1,5,11,4,8,0,1,1,2,55,63,9,10,260,448,11,26,104,21,25,214,2,17,1,17,27,156,37,234,3,15,0,0,1,2,4,5,0,0,2,1,0,0,23:23,36:37
2020,17,2021-01-03,4:25 PM,False,Packers,Bears,35,16,17,21,13,12,3,9,1,0,4,7,6,15,0,0,5,6,44,74,8,9,316,356,19,24,237,33,42,248,1,3,1,4,19,79,31,108,4,30,1,16,4,4,1,5,1,1,0,1,0,0,24:31,35:29
2020,Division,2021-01-16,4:35 PM,False,Rams,Packers,18,32,17,28,11,15,6,12,0,1,2,8,8,12,0,1,0,0,50,72,8,9,244,484,21,27,148,23,36,296,4,26,0,0,19,96,36,188,3,35,3,22,2,3,3,5,0,0,0,0,0,0,23:48,36:12
2020,Conference,2021-01-24,3:05 PM,False,Buccaneers,Packers,31,26,19,23,12,19,4,3,3,1,9,14,8,14,1,1,0,0,61,69,11,11,351,381,20,36,275,33,48,314,1,5,5,32,24,76,16,67,2,8,4,30,2,2,2,4,0,1,3,1,0,0,25:23,34:37
2021,1,2021-09-12,4:25 PM,False,Packers,Saints,3,38,14,22,9,10,2,11,3,1,1,10,5,10,2,3,2,2,52,60,9,9,229,322,20,35,186,15,21,151,2,15,0,0,15,43,39,171,5,33,6,36,0,2,4,4,1,0,2,0,0,0,25:24,34:36
2021,2,2021-09-20,8:15 PM,False,Lions,Packers,17,35,19,25,11,16,7,5,1,4,4,9,5,9,0,2,0,0,56,61,9,10,344,323,26,36,236,22,27,227,1,10,3,28,19,108,31,96,9,78,5,50,2,2,4,4,1,0,1,0,0,0,26:35,33:25
2021,3,2021-09-26,8:20 PM,False,Packers,49ers,30,28,21,26,13,15,5,6,3,5,5,11,7,11,0,1,0,0,59,65,10,10,353,298,23,33,253,25,40,231,1,8,4,26,25,100,21,67,7,87,4,86,3,5,4,4,0,1,0,1,0,0,30:08,29:52
2021,4,2021-10-03,4:25 PM,False,Steelers,Packers,17,27,17,23,11,13,5,9,1,1,4,11,9,15,0,2,0,1,58,72,11,11,282,367,26,40,220,20,36,236,2,12,3,12,16,62,33,131,5,34,3,25,1,1,2,4,1,1,1,0,0,0,25:19,34:41
2021,5,2021-10-10,1:00 PM,False,Packers,Bengals,25,22,21,18,16,12,4,6,1,0,4,11,5,14,0,0,2,2,63,65,13,12,466,367,27,39,333,26,38,264,2,11,3,17,22,133,24,103,2,10,2,21,2,5,2,2,0,0,1,2,0,0,33:59,34:06
2021,6,2021-10-17,1:00 PM,False,Packers,Bears,24,14,22,21,10,10,10,10,2,1,2,8,4,11,1,1,1,2,57,57,9,8,323,277,17,23,169,16,27,137,3,26,4,37,31,154,26,140,3,51,7,54,3,4,2,2,0,0,0,1,0,0,32:17,27:43
2021,7,2021-10-24,1:00 PM,False,Commanders,Packers,10,24,25,19,15,16,9,2,1,1,4,11,6,12,1,4,1,1,70,53,10,9,430,304,25,37,235,27,35,247,4,33,3,27,29,195,15,57,4,50,4,36,0,4,2,4,1,1,1,0,0,0,32:54,27:06
2021,8,2021-10-28,8:20 PM,False,Packers,Cardinals,24,21,24,22,10,12,11,7,3,3,6,14,4,10,2,4,2,2,72,55,10,8,335,334,22,37,184,22,33,260,1,0,2,14,34,151,20,74,7,60,7,59,3,5,3,4,0,1,0,2,0,0,37:35,22:25
2021,9,2021-11-07,4:25 PM,False,Packers,Chiefs,7,13,19,14,11,9,6,4,2,1,2,12,5,14,2,3,1,2,60,63,10,11,301,237,19,34,179,20,37,160,1,11,1,6,25,122,25,77,4,19,6,33,0,1,1,2,1,0,1,0,0,0,31:33,28:27
2021,10,2021-11-14,4:25 PM,False,Seahawks,Packers,0,17,15,22,8,10,6,10,1,2,7,15,7,14,0,1,0,1,59,70,10,9,208,393,20,40,133,23,37,287,3,28,1,5,16,75,32,106,5,39,3,43,0,1,2,5,0,0,2,1,0,0,20:51,39:09
2021,11,2021-11-21,1:00 PM,False,Packers,Vikings,31,34,21,25,16,17,4,6,1,2,7,11,9,13,0,0,0,0,54,66,9,9,467,408,23,33,372,24,35,318,2,13,2,23,19,95,29,90,8,92,3,25,2,3,3,4,0,0,0,0,0,0,28:59,31:01
2021,12,2021-11-28,4:25 PM,False,Rams,Packers,28,36,15,21,10,14,5,5,0,2,4,13,7,19,0,1,2,2,61,78,14,13,353,399,21,39,285,28,45,307,2,17,1,0,20,68,32,92,4,30,3,32,1,2,3,5,2,1,1,0,0,1,20:20,39:40
2021,14,2021-12-12,8:20 PM,False,Bears,Packers,30,45,16,27,7,19,7,7,2,1,5,13,4,10,0,1,1,1,58,64,12,11,347,439,18,33,210,29,37,320,2,14,3,21,23,137,24,119,7,41,3,30,0,1,3,4,1,0,2,0,1,1,25:00,35:00
2021,15,2021-12-19,4:25 PM,False,Packers,Ravens,31,30,26,24,20,12,4,10,2,2,5,9,7,13,0,0,2,4,59,67,9,9,346,354,23,31,250,28,40,211,3,18,1,4,25,96,26,143,8,76,8,56,4,5,4,6,0,0,0,0,0,0,31:10,28:50
2021,16,2021-12-25,4:30 PM,False,Browns,Packers,22,24,28,19,15,10,12,8,1,1,7,12,3,10,1,1,1,1,66,58,10,10,408,311,21,36,189,24,34,202,5,33,0,0,25,219,24,109,6,38,3,29,3,5,3,4,0,0,4,0,0,0,31:41,28:19
2021,17,2022-01-02,8:20 PM,False,Vikings,Packers,10,37,11,29,8,17,2,11,1,1,2,12,7,13,1,4,0,1,52,74,11,11,206,481,24,39,179,31,42,307,2,15,0,0,11,27,32,174,3,23,1,5,1,1,3,7,0,0,0,0,0,0,21:27,38:33
2021,18,2022-01-09,1:00 PM,False,Packers,Lions,30,37,22,19,15,12,6,7,1,0,8,14,4,11,1,2,2,3,66,59,11,11,378,404,24,35,256,22,32,305,4,16,1,8,27,122,26,99,0,0,2,15,2,3,2,5,1,0,2,0,0,0,33:39,26:21
2021,Division,2022-01-22,8:15 PM,False,49ers,Packers,13,10,12,14,7,8,5,5,0,1,4,11,5,12,0,1,0,0,52,54,9,10,212,263,11,19,106,20,29,196,4,25,5,29,29,106,20,67,5,40,5,25,0,3,1,3,0,1,1,0,1,0,29:24,30:36
2022,1,2022-09-11,4:25 PM,False,Packers,Vikings,7,23,21,19,13,12,8,7,0,0,3,9,4,13,0,2,1,1,61,61,11,10,338,395,26,39,227,23,32,269,4,33,1,8,18,111,28,126,2,10,3,20,1,3,1,3,1,0,1,0,0,0,28:37,31:23
2022,2,2022-09-18,8:20 PM,False,Bears,Packers,10,27,11,26,2,10,9,13,0,3,1,7,5,9,0,1,0,0,41,66,9,9,228,414,7,11,48,19,25,211,3,22,3,23,27,180,38,203,7,50,3,25,1,2,3,5,0,1,1,0,0,0,22:45,37:15
2022,3,2022-09-25,4:25 PM,False,Packers,Buccaneers,14,12,14,19,11,15,3,1,0,3,6,15,2,11,0,0,1,1,61,59,12,12,315,285,27,35,248,31,42,251,1,7,3,20,25,67,14,34,8,65,6,40,2,3,1,1,1,2,1,0,0,0,33:25,26:35
2022,4,2022-10-02,4:25 PM,False,Patriots,Packers,24,27,17,24,6,12,10,10,1,2,3,11,6,14,0,0,1,1,58,71,11,14,271,443,15,21,104,21,35,244,4,32,1,7,33,167,35,199,7,75,4,40,1,2,3,4,1,1,0,1,1,0,33:11,36:49
2022,5,2022-10-09,9:30 AM,True,Giants,Packers,27,22,24,22,12,15,8,5,4,2,6,11,4,10,0,1,0,1,59,61,8,9,338,301,21,27,213,25,39,207,1,4,2,15,31,125,20,94,6,63,7,37,3,4,2,3,0,0,0,0,0,0,32:11,27:49
2022,6,2022-10-16,1:00 PM,False,Jets,Packers,27,10,14,15,4,9,9,3,1,3,1,11,4,16,0,0,1,4,53,69,12,13,278,278,10,18,99,28,45,218,2,11,4,36,33,179,20,60,7,79,7,42,0,2,0,1,0,1,0,0,1,0,28:48,31:12
2022,7,2022-10-23,1:00 PM,False,Packers,Commanders,21,23,16,22,10,11,2,8,4,3,0,6,7,16,0,1,0,0,47,72,10,11,232,364,23,35,194,20,33,198,0,0,1,3,12,38,38,166,9,69,7,54,1,1,1,4,1,0,0,1,1,0,22:53,37:07
2022,8,2022-10-30,8:20 PM,False,Packers,Bills,17,27,21,20,8,8,12,9,1,3,6,12,2,7,0,2,0,0,63,54,9,10,398,369,19,30,190,13,25,216,2,13,2,2,31,208,27,153,8,58,4,35,1,2,2,4,0,0,1,2,0,0,33:48,26:12
2022,9,2022-11-06,1:00 PM,False,Packers,Lions,9,15,19,19,11,10,6,5,2,4,8,15,6,11,1,4,0,2,69,57,9,9,389,254,23,43,283,14,26,137,1,8,0,0,25,106,31,117,8,81,7,62,0,4,2,3,0,0,3,1,0,0,34:42,25:18
2022,10,2022-11-13,4:25 PM,False,Cowboys,Packers,28,31,24,20,13,8,10,9,1,3,5,15,6,13,2,3,1,1,79,61,13,12,421,415,27,46,262,14,20,208,2,3,2,16,31,159,39,207,9,83,6,40,3,4,2,3,0,2,2,0,0,0,30:59,35:55
2022,11,2022-11-17,8:15 PM,False,Titans,Packers,27,17,21,15,15,11,5,4,1,0,7,13,7,14,1,2,0,2,64,59,10,10,408,271,24,29,320,24,39,215,3,17,1,12,32,88,19,56,2,20,5,40,4,6,2,3,0,0,1,0,0,0,32:28,27:32
2022,12,2022-11-27,8:20 PM,False,Packers,Eagles,33,40,19,29,12,6,5,21,2,2,1,7,8,15,1,1,2,3,49,79,11,11,342,500,17,25,236,16,28,137,3,17,2,16,21,106,49,363,4,35,3,25,2,4,4,5,0,1,2,0,0,0,24:26,35:34
2022,13,2022-12-04,1:00 PM,False,Packers,Bears,28,19,21,15,11,8,8,7,2,0,6,13,6,11,1,2,0,0,63,50,10,10,357,409,18,31,182,20,25,254,0,0,0,0,32,175,25,155,2,20,5,63,1,3,1,2,0,1,0,2,0,0,32:28,27:32
2022,15,2022-12-19,8:15 PM,False,Rams,Packers,12,24,13,27,6,15,4,9,3,3,4,11,4,9,0,0,2,2,43,68,8,9,156,345,12,21,84,22,30,207,5,27,3,22,17,72,35,138,8,76,4,80,1,2,3,5,0,1,1,1,0,0,22:41,37:19
2022,16,2022-12-25,1:00 PM,False,Packers,Dolphins,26,20,17,15,11,10,4,5,2,0,2,14,2,7,3,5,1,1,65,45,11,11,301,376,24,38,222,16,25,294,2,16,2,16,25,79,18,82,5,40,8,62,2,5,1,2,0,1,1,3,0,0,32:00,28:00
2022,17,2023-01-01,4:25 PM,False,Vikings,Packers,17,41,18,20,13,10,4,9,1,1,5,12,7,12,1,2,0,1,57,61,11,11,346,315,22,35,244,17,27,152,2,18,1,16,20,102,33,163,6,35,3,30,1,3,2,3,1,0,3,0,0,2,25:56,34:04
2022,18,2023-01-08,8:20 PM,False,Lions,Packers,20,16,21,17,12,9,7,6,2,2,4,12,4,12,2,2,1,2,60,57,10,9,323,291,23,34,219,17,27,188,1,5,2,17,25,104,28,103,5,75,4,35,2,5,1,2,0,1,0,1,0,0,27:45,32:15
2023,1,2023-09-10,4:25 PM,False,Packers,Bears,38,20,15,22,10,12,5,8,0,2,9,16,3,13,1,2,1,2,60,70,11,12,329,311,15,27,237,24,37,189,1,8,4,27,32,92,29,122,9,90,7,61,3,3,1,2,0,1,0,1,1,0,29:17,30:43
2023,2,2023-09-17,1:00 PM,False,Packers,Falcons,24,25,17,27,10,10,4,15,3,2,3,9,6,15,0,1,3,4,47,78,10,10,224,446,14,25,140,19,32,235,1,11,1,2,21,84,45,211,7,40,6,110,2,3,2,5,0,0,0,1,0,0,23:45,36:15
2023,3,2023-09-24,1:00 PM,False,Saints,Packers,17,18,15,21,9,13,5,5,1,3,4,14,8,18,1,1,1,3,60,71,10,12,252,340,23,34,175,22,44,245,4,29,1,14,22,77,26,95,7,102,11,90,1,2,2,3,0,0,0,1,1,0,27:25,32:35
2023,4,2023-09-28,8:15 PM,False,Lions,Packers,34,20,25,15,11,9,13,2,1,4,7,17,3,11,2,2,1,1,73,53,12,12,401,230,19,28,190,23,36,203,2,20,5,43,43,211,12,27,8,70,4,31,3,6,2,4,0,0,1,2,0,0,37:58,22:02
2023,5,2023-10-09,8:15 PM,False,Packers,Raiders,13,17,18,19,7,13,9,6,2,0,4,12,5,13,1,1,1,1,57,64,11,11,285,279,16,30,175,22,31,183,2,7,4,25,25,110,29,96,3,18,4,28,1,3,2,3,0,0,3,1,0,0,27:26,32:34
2023,7,2023-10-22,4:25 PM,False,Packers,Broncos,17,19,20,18,13,9,5,6,2,3,6,14,5,12,2,2,0,1,61,55,9,9,331,339,22,32,194,20,29,194,0,0,1,0,29,137,25,145,7,56,8,60,2,3,1,4,0,0,1,0,0,0,31:37,28:23
2023,8,2023-10-29,1:00 PM,False,Vikings,Packers,24,10,24,16,14,14,6,1,4,1,10,18,5,14,1,1,1,4,69,62,10,10,346,270,26,35,284,24,41,196,3,13,4,33,31,62,17,74,7,35,11,99,2,4,1,4,1,0,0,1,0,0,36:22,23:38
2023,9,2023-11-05,1:00 PM,False,Rams,Packers,3,20,10,21,6,10,3,10,1,1,5,14,7,14,0,2,1,1,55,68,11,12,187,391,13,28,119,20,26,207,1,11,4,21,26,68,38,184,5,36,8,57,0,0,1,4,1,2,1,0,0,0,24:44,35:16
2023,10,2023-11-12,1:00 PM,False,Packers,Steelers,19,23,17,21,13,6,3,12,1,3,8,16,4,13,2,2,1,1,65,60,11,10,399,324,21,40,283,14,23,119,1,6,1,7,24,116,36,205,5,32,3,27,1,5,2,3,0,0,2,0,0,0,29:27,30:33
2023,11,2023-11-19,1:00 PM,False,Chargers,Packers,20,23,17,23,11,16,5,5,1,2,7,14,7,14,0,2,0,1,62,71,11,11,394,397,21,36,244,27,40,295,2,16,3,27,24,150,28,102,4,54,7,46,1,4,1,2,1,0,0,0,0,0,28:02,31:58
2023,12,2023-11-23,12:30 PM,False,Packers,Lions,29,22,17,25,13,17,4,6,0,2,5,11,7,15,0,1,1,5,54,78,11,11,377,464,22,32,268,29,44,324,0,0,3,8,22,109,31,140,7,60,7,51,3,4,3,4,0,3,0,0,1,0,28:04,31:56
2023,13,2023-12-03,8:20 PM,False,Chiefs,Packers,19,27,25,24,13,15,10,9,2,0,7,11,5,10,0,1,1,1,61,63,8,7,337,382,21,33,189,25,36,253,3,21,2,14,25,148,25,129,5,50,7,63,2,4,3,4,0,0,1,0,0,0,29:28,30:32
2023,14,2023-12-11,8:15 PM,False,Packers,Giants,22,24,19,18,12,8,6,9,1,1,5,14,3,10,1,1,0,1,66,55,11,12,326,367,25,39,203,17,21,158,2,15,0,0,25,123,34,209,4,39,5,47,2,5,3,4,2,2,1,0,0,0,31:06,28:54
2023,15,2023-12-17,1:00 PM,False,Buccaneers,Packers,34,20,22,18,18,13,3,4,1,1,7,11,6,12,1,1,0,2,60,58,9,9,452,321,22,28,353,29,39,261,5,28,2,23,27,99,17,60,4,52,4,31,2,4,2,5,1,1,0,0,0,0,29:07,30:53
2023,16,2023-12-24,1:00 PM,False,Packers,Panthers,33,30,25,26,12,14,10,8,3,4,8,14,6,13,0,0,1,2,63,63,10,10,369,394,17,28,207,23,36,298,1,12,2,14,34,162,25,96,6,67,8,87,3,4,3,3,0,0,0,0,0,0,28:39,31:21
2023,17,2023-12-31,8:20 PM,False,Packers,Vikings,33,10,28,13,17,10,9,1,2,2,9,14,3,10,0,1,0,2,73,52,10,11,470,211,25,34,293,18,32,144,0,0,4,36,39,177,16,67,4,32,6,27,2,4,1,3,1,1,0,1,0,0,37:32,22:28
2023,18,2024-01-07,4:25 PM,False,Bears,Packers,9,17,13,24,8,14,4,10,1,0,3,11,7,10,1,1,0,0,46,60,6,7,192,432,11,16,117,27,32,308,5,31,1,8,25,75,27,124,1,10,1,5,0,2,2,4,0,1,0,0,0,0,28:36,31:24
2023,Wildcard,2024-01-14,4:30 PM,False,Packers,Cowboys,48,32,22,37,11,25,10,8,1,4,6,10,10,16,1,1,0,2,54,89,10,11,415,510,16,21,272,41,60,387,0,0,4,16,33,143,25,123,7,66,6,48,4,4,4,5,0,0,0,2,1,0,28:55,31:05
2023,Division,2024-01-20,8:15 PM,False,Packers,49ers,21,24,20,19,10,12,7,7,3,0,7,13,10,16,0,1,0,0,62,64,10,10,330,356,21,34,194,23,39,245,0,0,1,7,28,136,24,111,1,5,6,83,2,5,1,1,0,0,2,0,0,0,30:19,29:41
2024,1,2024-09-06,8:15 PM,True,Packers,Eagles,29,34,19,25,9,14,7,8,3,3,3,11,4,14,1,1,1,1,58,74,11,11,414,410,17,35,251,20,34,266,2,9,2,12,21,163,38,144,10,71,7,57,1,4,3,6,0,1,1,2,0,0,27:13,32:47
2024,2,2024-09-15,1:00 PM,False,Colts,Packers,10,16,19,19,10,6,8,13,1,0,2,9,10,17,1,2,0,0,53,67,10,10,338,383,17,34,198,12,14,122,1,6,0,0,18,140,53,261,3,20,6,50,1,2,1,3,0,1,3,0,0,0,19:49,40:11
2024,3,2024-09-22,1:00 PM,False,Packers,Titans,30,14,16,18,6,14,9,3,1,1,5,14,3,9,0,0,0,1,59,53,10,11,378,237,13,19,190,26,34,204,3,12,8,56,37,188,11,33,10,75,2,15,1,3,2,2,0,1,0,2,1,0,32:28,27:32
2024,4,2024-09-29,1:00 PM,False,Vikings,Packers,31,29,22,24,11,19,8,3,3,2,4,11,4,12,0,1,0,2,64,74,15,15,374,465,20,28,254,32,54,379,2,21,1,10,34,120,19,86,7,55,8,68,3,5,4,5,2,1,1,3,0,0,32:15,27:45
2024,5,2024-10-06,4:25 PM,False,Packers,Rams,24,19,19,24,8,11,9,12,2,1,1,8,8,16,0,0,2,4,58,76,11,9,328,370,15,26,202,29,45,236,2,22,3,24,30,126,28,134,7,39,5,30,2,3,2,3,0,1,1,1,0,1,27:19,32:41
2024,6,2024-10-13,1:00 PM,False,Cardinals,Packers,13,34,16,27,8,15,5,9,3,3,4,10,7,12,0,0,1,1,55,70,10,11,303,437,22,32,214,22,32,258,0,0,0,0,23,89,38,179,13,100,5,40,1,3,2,4,3,0,0,1,0,0,23:25,36:35
2024,7,2024-10-20,1:00 PM,False,Texans,Packers,22,24,15,18,6,12,9,4,0,2,4,13,4,10,0,0,0,0,58,56,12,11,197,277,10,21,55,24,33,195,4,31,3,25,33,142,20,82,5,55,8,55,2,4,2,2,0,1,0,2,0,0,31:17,28:43
2024,8,2024-10-27,1:00 PM,False,Packers,Jaguars,30,27,22,19,11,14,8,5,3,0,3,11,1,9,0,0,1,1,67,56,13,12,422,390,18,27,252,21,32,299,1,0,1,9,39,170,23,91,3,20,8,59,2,6,3,3,0,1,1,1,0,0,34:09,25:51
2024,9,2024-11-03,4:25 PM,False,Lions,Packers,24,14,17,20,8,10,8,7,1,3,4,12,3,12,2,2,2,3,55,62,8,9,261,411,18,22,137,23,39,273,1,8,0,0,32,124,23,138,5,51,10,67,2,4,1,4,0,0,0,1,1,0,31:11,28:49
2024,11,2024-11-17,1:00 PM,False,Packers,Bears,20,19,19,23,10,12,8,10,1,1,1,5,9,16,0,1,3,3,43,68,7,7,366,391,13,17,260,23,31,212,1,1,3,19,25,106,34,179,3,25,7,50,3,5,1,2,0,0,1,0,0,0,23:39,36:21
2024,12,2024-11-24,4:25 PM,False,49ers,Packers,10,38,11,22,8,9,3,12,0,1,3,10,6,13,0,2,1,2,47,67,12,11,241,325,17,29,197,13,23,156,2,2,2,7,16,44,42,169,9,77,5,40,1,1,5,5,2,0,1,0,0,0,23:17,36:43
2024,13,2024-11-28,8:20 PM,False,Dolphins,Packers,17,30,21,19,20,11,1,7,0,1,4,14,5,11,3,5,0,0,65,53,9,10,375,388,37,46,336,21,28,274,5,29,0,0,14,39,25,114,10,75,7,44,2,4,3,5,1,0,0,0,0,0,33:04,26:56
2024,14,2024-12-05,8:15 PM,False,Packers,Lions,31,34,17,27,7,18,7,7,3,2,1,5,7,15,0,0,4,5,45,76,10,10,298,391,12,20,199,32,41,280,1,7,1,3,24,99,34,111,7,59,7,56,4,5,4,5,1,0,0,1,0,0,23:54,36:06
2024,15,2024-12-15,8:20 PM,False,Packers,Seahawks,30,13,21,14,10,7,8,5,3,2,5,12,4,13,0,1,0,0,61,56,12,12,369,208,20,27,229,20,33,128,0,0,7,45,34,140,16,80,5,27,5,108,2,4,0,1,1,0,0,2,0,0,32:58,27:02
2024,16,2024-12-23,8:15 PM,False,Saints,Packers,0,34,14,24,9,10,3,14,2,0,4,11,6,13,0,2,3,3,53,69,9,9,196,404,15,30,129,17,30,216,3,24,0,0,20,67,39,188,7,40,6,60,0,0,4,4,1,0,1,0,0,0,22:47,37:13
2024,17,2024-12-29,4:25 PM,False,Packers,Vikings,25,27,17,26,11,20,4,4,2,2,8,14,6,12,0,1,0,0,57,70,10,11,271,441,19,30,167,33,43,372,3,18,1,5,24,104,26,69,7,51,7,47,3,4,2,4,1,0,0,1,0,0,24:30,35:30
2024,18,2025-01-05,1:00 PM,False,Bears,Packers,24,22,16,20,10,7,5,13,1,0,7,14,3,10,1,1,0,1,57,61,11,12,224,367,21,30,141,17,25,184,1,7,3,21,26,83,33,183,7,45,5,45,1,1,1,3,1,2,1,0,1,0,29:04,30:56
2024,Wildcard,2025-01-12,4:30 PM,False,Packers,Eagles,10,22,17,16,12,6,4,8,1,2,7,13,2,11,1,2,1,1,60,57,11,11,302,290,20,33,195,13,21,121,2,17,2,10,25,107,34,169,8,85,7,64,1,3,1,4,1,0,3,0,0,0,29:27,30:33
